id	name	name_en	name_zh-CN	name_zh-TW
1150	戦闘アイテム研究86	Battle Item Research 86	战斗道具研究86	戰鬥道具研究86
2001	育成研究1	Training Research 1	育成研究1	育成研究1
2002	育成研究2	Training Research 2	育成研究2	育成研究2
2003	育成研究3	Training Research 3	育成研究3	育成研究3
2004	育成研究4	Training Research 4	育成研究4	育成研究4
2005	育成研究5	Training Research 5	育成研究5	育成研究5
2006	育成研究6	Training Research 6	育成研究6	育成研究6
2007	育成研究7	Training Research 7	育成研究7	育成研究7
2008	育成研究8	Training Research 8	育成研究8	育成研究8
2009	育成研究9	Training Research 9	育成研究9	育成研究9
2010	育成研究10	Training Research 10	育成研究10	育成研究10
2011	育成研究11	Training Research 11	育成研究11	育成研究11
2012	育成研究12	Training Research 12	育成研究12	育成研究12
2013	育成研究13	Training Research 13	育成研究13	育成研究13
2014	育成研究14	Training Research 14	育成研究14	育成研究14
2015	育成研究15	Training Research 15	育成研究15	育成研究15
2016	育成研究16	Training Research 16	育成研究16	育成研究16
2017	育成研究17	Training Research 17	育成研究17	育成研究17
2018	育成研究18	Training Research 18	育成研究18	育成研究18
2019	育成研究19	Training Research 19	育成研究19	育成研究19
2020	育成研究20	Training Research 20	育成研究20	育成研究20
2021	育成研究21	Training Research 21	育成研究21	育成研究21
2022	育成研究22	Training Research 22	育成研究22	育成研究22
2023	育成研究23	Training Research 23	育成研究23	育成研究23
2024	育成研究24	Training Research 24	育成研究24	育成研究24
2025	育成研究25	Training Research 25	育成研究25	育成研究25
2026	育成研究26	Training Research 26	育成研究26	育成研究26
2027	育成研究27	Training Research 27	育成研究27	育成研究27
2028	育成研究28	Training Research 28	育成研究28	育成研究28
2029	育成研究29	Training Research 29	育成研究29	育成研究29
2030	育成研究30	Training Research 30	育成研究30	育成研究30
2031	育成研究31	Training Research 31	育成研究31	育成研究31
2032	育成研究32	Training Research 32	育成研究32	育成研究32
2033	育成研究33	Training Research 33	育成研究33	育成研究33
2034	育成研究34	Training Research 34	育成研究34	育成研究34
2035	育成研究35	Training Research 35	育成研究35	育成研究35
2036	育成研究36	Training Research 36	育成研究36	育成研究36
2037	育成研究37	Training Research 37	育成研究37	育成研究37
2038	育成研究38	Training Research 38	育成研究38	育成研究38
2039	育成研究39	Training Research 39	育成研究39	育成研究39
2040	育成研究40	Training Research 40	育成研究40	育成研究40
