id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
300400	ドヒドリンゲン	Durchdringen	刺穿之枪	刺穿之槍	得意属性が突属性かつアタッカーの時、クリティカルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts critical damage by {0}%.	自身属性为突刺属性且身为攻击者时，暴击伤害+{0}%。	自身屬性為突屬性並為攻擊者時，重擊傷害+{0}%。
300401	ドヒドリンゲン	Durchdringen	刺穿之枪	刺穿之槍	得意属性が突属性かつアタッカーの時、クリティカルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts critical damage by {0}%.	自身属性为突刺属性且身为攻击者时，暴击伤害+{0}%。	自身屬性為突屬性並為攻擊者時，重擊傷害+{0}%。
300402	天恵の杖	Blessed Staff	天佑之杖	天惠之杖	自身がサポーターの時、スキル発動後、味方全員に「火属性ダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts all allies' Fire damage by {0}% for 1 turn.	自身为支援者时，技能发动后，赋予我方全体“火属性伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予我方全體「火屬性傷害+{0}%」，直到行動結束1次為止。
300403	天恵の杖	Blessed Staff	天佑之杖	天惠之杖	自身がサポーターの時、スキル発動後、味方全員に「火属性ダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts all allies' Fire damage by {0}% for 1 turn.	自身为支援者时，技能发动后，赋予我方全体“火属性伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予我方全體「火屬性傷害+{0}%」，直到行動結束1次為止。
300404	冥護の杖	Shadowguard Staff	冥护之杖	冥護之杖	得意属性が氷属性かつサポーターの時、スキル発動後、味方全員に「ターン開始時、HP回復+{0}%」を2回行動開始するまで付与	While equipped to a Supporter with Ice affinity, after using a skill, restores all allies' HP by {0}% at the start of the turn for 2 turns.	自身属性为冰属性且身为支援者时，技能发动后，赋予我方全体“回合开始时恢复HP+{0}%”，2次行动结束后失效。	自身屬性為冰屬性且為支援者時，發動技能後，賦予我方全體「回合開始時，HP回復+{0}%」，直到行動開始2次為止。
300405	冥護の杖	Shadowguard Staff	冥护之杖	冥護之杖	得意属性が氷属性かつサポーターの時、スキル発動後、味方全員に「ターン開始時、HP回復+{0}%」を1回行動開始するまで付与	While equipped to a Supporter with Ice affinity, after using a skill, restores all allies' HP by {0}% at the start of the turn for 1 turn.	自身属性为冰属性且身为支援者时，技能发动后，赋予我方全体“回合开始时恢复HP+{0}%”，1次行动结束后失效。	自身屬性為冰屬性且為支援者時，發動技能後，賦予我方全體「回合開始時，HP回復+{0}%」，直到行動開始1次為止。
300406	聖寵の杖	Holy Favor Staff	圣宠之杖	聖寵之杖	得意属性が風属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts single-target attack stun damage by {0}%.	自身属性为风属性时，单体攻击的破防伤害+{0}%。	自身屬性為風屬性時，單體攻擊破防傷害+{0}%。
300407	聖寵の杖	Holy Favor Staff	圣宠之杖	聖寵之杖	得意属性が風属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts single-target attack stun damage by {0}%.	自身属性为风属性时，单体攻击的破防伤害+{0}%。	自身屬性為風屬性時，單體攻擊破防傷害+{0}%。
300408	神助の杖	Divine Aid Staff	神助之杖	神助之杖	得意属性が雷属性の時、全体攻撃のブレイクダメージ+{0}%	While equipped to a character with Bolt affinity, boosts stun damage of attacks that target all enemies by {0}%.	自身属性为雷属性时，全体攻击的破防伤害+{0}%。	自身屬性為雷屬性時，全體攻擊破防傷害+{0}%。
300409	神助の杖	Divine Aid Staff	神助之杖	神助之杖	得意属性が雷属性の時、全体攻撃のブレイクダメージ+{0}%	While equipped to a character with Bolt affinity, boosts stun damage of attacks that target all enemies by {0}%.	自身属性为雷属性时，全体攻击的破防伤害+{0}%。	自身屬性為雷屬性時，全體攻擊破防傷害+{0}%。
300410	エルドへヴァイス	Edelweiss	白色大地	埃德海瓦斯之劍	得意属性が斬属性の時、スキル発動後、味方全員に「スキルダメージ+{0}%」と「ブレイクダメージ+{1}%」を1回行動終了するまで付与	While equipped to a character with Slash affinity, after using a skill, boosts all allies' skill damage by {0}% and stun damage by {1}% for 1 turn.	自身属性为斩击属性时，技能发动后，赋予我方全体“技能伤害+{0}%”、“破防伤害+{1}%”，1次行动结束后失效。	自身屬性為斬屬性時，發動技能後，賦予我方全體「技能傷害+{0}%」與「破防傷害+{1}%」，直到行動結束1次為止。
300411	エルドへヴァイス	Edelweiss	白色大地	埃德海瓦斯之劍	得意属性が斬属性の時、スキル発動後、味方全員に「スキルダメージ+{0}%」と「ブレイクダメージ+{1}%」を1回行動終了するまで付与	While equipped to a character with Slash affinity, after using a skill, boosts all allies' skill damage by {0}% and stun damage by {1}% for 1 turn.	自身属性为斩击属性时，技能发动后，赋予我方全体“技能伤害+{0}%”、“破防伤害+{1}%”，1次行动结束后失效。	自身屬性為斬屬性時，發動技能後，賦予我方全體「技能傷害+{0}%」與「破防傷害+{1}%」，直到行動結束1次為止。
300412	シュターカヴィレ	Starker Wille	坚强意志	強志之戟	得意属性が打属性かつディフェンダーの時、自身の受けるダメージ-{0}%	While equipped to a Defender with Strike affinity, reduces own damage received by {0}%.	自身属性为打击属性且身为防御者时，自身所受伤害-{0}%。	自身屬性為打屬性並為防禦者時，自身所受傷害-{0}%。
300413	シュターカヴィレ	Starker Wille	坚强意志	強志之戟	得意属性が打属性かつディフェンダーの時、自身の受けるダメージ-{0}%	While equipped to a Defender with Strike affinity, reduces own damage received by {0}%.	自身属性为打击属性且身为防御者时，自身所受伤害-{0}%。	自身屬性為打屬性並為防禦者時，自身所受傷害-{0}%。
300414	エーヴィヒエーレ	Ewig Ehre	永恒荣光	永譽之弓	得意属性が突属性かつディフェンダーの時、攻撃を受ける時、回避する(確率{0}%)	While equipped to a Defender with Stab affinity, {0}% chance to evade when receiving an attack.	自身属性为突刺属性且身为防御者时，受到攻击时回避（概率{0}%）。	自身屬性為突屬性且為防禦者時，受到攻擊時迴避（機率{0}%）。
300415	エーヴィヒエーレ	Ewig Ehre	永恒荣光	永譽之弓	得意属性が突属性かつディフェンダーの時、攻撃を受ける時、回避する(確率{0}%)	While equipped to a Defender with Stab affinity, {0}% chance to evade when receiving an attack.	自身属性为突刺属性且身为防御者时，受到攻击时回避（概率{0}%）。	自身屬性為突屬性且為防禦者時，受到攻擊時迴避（機率{0}%）。
300416	プライドリング	Pride Ring	傲慢戒指	傲慢戒指	得意属性が火属性かつブレイカーの時、攻撃後、自身に「ブレイクダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Breaker with Fire affinity, after attacking, boosts own stun damage by {0}% for 1 turn.	自身属性为火属性且身为破坏者时，攻击后，赋予自身“破防伤害+{0}%”，1次行动结束后失效。	自身屬性為火屬性並為破壞者時，攻擊後，賦予自身「破防傷害+{0}%」，直到行動結束1次為止。
300417	プライドリング	Pride Ring	傲慢戒指	傲慢戒指	得意属性が火属性かつブレイカーの時、攻撃後、自身に「ブレイクダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Breaker with Fire affinity, after attacking, boosts own stun damage by {0}% for 1 turn.	自身属性为火属性且身为破坏者时，攻击后，赋予自身“破防伤害+{0}%”，1次行动结束后失效。	自身屬性為火屬性並為破壞者時，攻擊後，賦予自身「破防傷害+{0}%」，直到行動結束1次為止。
300418	エンヴィーリング	Envy Ring	嫉妒戒指	嫉妒戒指	得意属性が突属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Stab affinity, boosts single-target attack stun damage by {0}%.	自身属性为突刺属性时，单体攻击的破防伤害+{0}%。	自身屬性為突屬性時，單體攻擊破防傷害+{0}%。
300419	エンヴィーリング	Envy Ring	嫉妒戒指	嫉妒戒指	得意属性が突属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Stab affinity, boosts single-target attack stun damage by {0}%.	自身属性为突刺属性时，单体攻击的破防伤害+{0}%。	自身屬性為突屬性時，單體攻擊破防傷害+{0}%。
300420	ウォラスリング	Wrath Ring	暴怒戒指	憤怒戒指	得意属性が風属性かつサポーターの時、スキル発動後、味方全員に「ターン開始時、HP回復+{0}%」を2回行動開始するまで付与	While equipped to a Supporter with Air affinity, after using a skill, restores all allies' HP by {0}% at the start of the turn for 2 turns.	自身属性为风属性且身为支援者时，技能发动后，赋予我方全体“回合开始时恢复HP+{0}%”，2次行动结束后失效。	自身屬性為風屬性且為支援者時，發動技能後，賦予我方全體「回合開始時回復HP+{0}%」，直到行動開始2次為止。
300421	ウォラスリング	Wrath Ring	暴怒戒指	憤怒戒指	得意属性が風属性かつサポーターの時、スキル発動後、味方全員に「ターン開始時、HP回復+{0}%」を1回行動開始するまで付与	While equipped to a Supporter with Air affinity, after using a skill, restores all allies' HP by {0}% at the start of the turn for 1 turn.	自身属性为风属性且身为支援者时，技能发动后，赋予我方全体“回合开始时恢复HP+{0}%”，1次行动结束后失效。	自身屬性為風屬性且為支援者時，發動技能後，賦予我方全體「回合開始時回復HP+{0}%」，直到行動開始1次為止。
300422	スロースリング	Sloth Ring	懒惰戒指	怠惰戒指	得意属性が雷属性かつディフェンダーの時、攻撃後、自身のHPに応じ、自身のHPを0〜7%回復(HP25〜100%で少ないほど増加)	While equipped to a Defender with Bolt affinity, after attacking, restores own HP by 0–7% depending on current HP. (Higher boost for lower HP, range: 25–100% HP)	自身属性为雷属性且身为防御者时，攻击后，根据自身HP，恢复自身0～7％的HP（HP25～100%之间，HP越少恢复的HP越多）。	自身屬性為雷屬性且為防禦者時，攻擊後，依據自身HP，回復自身HP0～7%（HP25～100%之間HP越少回復越多）。
300423	スロースリング	Sloth Ring	懒惰戒指	怠惰戒指	得意属性が雷属性かつディフェンダーの時、攻撃後、自身のHPに応じ、自身のHPを0〜5%回復(HP25〜100%で少ないほど増加)	While equipped to a Defender with Bolt affinity, after attacking, restores own HP by 0–5% depending on current HP. (Higher boost for lower HP, range: 25–100% HP)	自身属性为雷属性且身为防御者时，攻击后，根据自身HP，恢复自身0～5％的HP（HP25～100%之间，HP越少恢复的HP越多）。	自身屬性為雷屬性且為防禦者時，攻擊後，依據自身HP，回復自身HP0～5%（HP25～100%之間HP越少回復越多）。
300424	グリードリング	Greed Ring	贪婪戒指	貪婪戒指	得意属性が斬属性の時、全体攻撃のブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts stun damage of attacks that target all enemies by {0}%.	自身属性为斩击属性时，全体攻击的破防伤害+{0}%。	自身屬性為斬屬性時，全體攻擊破防傷害+{0}%。
300425	グリードリング	Greed Ring	贪婪戒指	貪婪戒指	得意属性が斬属性の時、全体攻撃のブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts stun damage of attacks that target all enemies by {0}%.	自身属性为斩击属性时，全体攻击的破防伤害+{0}%。	自身屬性為斬屬性時，全體攻擊破防傷害+{0}%。
300426	グラトニーリング	Gluttony Ring	暴食戒指	暴食戒指	得意属性が打属性かつサポーターの時、与える強化効果量+{0}%	While equipped to a Supporter with Strike affinity, boosts potency of buff effects given by {0}%.	自身属性为打击属性且身为支援者时，给予的强化效果量+{0}%。	自身屬性為打屬性並為支援者時，賦予的強化效果量+{0}%。
300427	グラトニーリング	Gluttony Ring	暴食戒指	暴食戒指	得意属性が打属性かつサポーターの時、与える強化効果量+{0}%	While equipped to a Supporter with Strike affinity, boosts potency of buff effects given by {0}%.	自身属性为打击属性且身为支援者时，给予的强化效果量+{0}%。	自身屬性為打屬性並為支援者時，賦予的強化效果量+{0}%。
300428	ラストリング	Lust Ring	色欲戒指	色慾戒指	得意属性が氷属性かつブレイカーの時、単体攻撃のブレイクダメージ+{0}%	While equipped to a Breaker with Ice affinity, boosts single-target attack stun damage by {0}%.	自身属性为冰属性且身为破坏者时，单体攻击的破防伤害+{0}%。	自身屬性為冰屬性並為破壞者時，單體攻擊的破防傷害+{0}%。
300429	ラストリング	Lust Ring	色欲戒指	色慾戒指	得意属性が氷属性かつブレイカーの時、単体攻撃のブレイクダメージ+{0}%	While equipped to a Breaker with Ice affinity, boosts single-target attack stun damage by {0}%.	自身属性为冰属性且身为破坏者时，单体攻击的破防伤害+{0}%。	自身屬性為冰屬性並為破壞者時，單體攻擊的破防傷害+{0}%。
300430	オリジンネックレス・火	Origin Necklace: Fire	原始项链·火	起源項鍊‧火	得意属性が火属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Fire affinity, boosts burst skill damage by {0}%.	自身属性为火属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為火屬性並為攻擊者時，爆發技能傷害+{0}%。
300431	オリジンネックレス・火	Origin Necklace: Fire	原始项链·火	起源項鍊‧火	得意属性が火属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Fire affinity, boosts burst skill damage by {0}%.	自身属性为火属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為火屬性並為攻擊者時，爆發技能傷害+{0}%。
300432	オリジンネックレス・氷	Origin Necklace: Ice	原始项链·冰	起源項鍊‧冰	得意属性が氷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Ice affinity, boosts burst skill damage by {0}%.	自身属性为冰属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為冰屬性並為攻擊者時，爆發技能傷害+{0}%。
300433	オリジンネックレス・氷	Origin Necklace: Ice	原始项链·冰	起源項鍊‧冰	得意属性が氷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Ice affinity, boosts burst skill damage by {0}%.	自身属性为冰属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為冰屬性並為攻擊者時，爆發技能傷害+{0}%。
300434	オリジンネックレス・風	Origin Necklace: Air	原始项链·风	起源項鍊‧風	得意属性が風属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Air affinity, boosts burst skill damage by {0}%.	自身属性为风属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為風屬性並為攻擊者時，爆發技能傷害+{0}%。
300435	オリジンネックレス・風	Origin Necklace: Air	原始项链·风	起源項鍊‧風	得意属性が風属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Air affinity, boosts burst skill damage by {0}%.	自身属性为风属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為風屬性並為攻擊者時，爆發技能傷害+{0}%。
300436	オリジンネックレス・雷	Origin Necklace: Bolt	原始项链·雷	起源項鍊‧雷	得意属性が雷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts burst skill damage by {0}%.	自身属性为雷属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，爆發技能傷害+{0}%。
300437	オリジンネックレス・雷	Origin Necklace: Bolt	原始项链·雷	起源項鍊‧雷	得意属性が雷属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Bolt affinity, boosts burst skill damage by {0}%.	自身属性为雷属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為雷屬性並為攻擊者時，爆發技能傷害+{0}%。
300438	オリジンネックレス・斬	Origin Necklace: Slash	原始项链·斩	起源項鍊‧斬	得意属性が斬属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Slash affinity, boosts burst skill damage by {0}%.	自身属性为斩击属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為斬屬性並為攻擊者時，爆發技能傷害+{0}%。
300439	オリジンネックレス・斬	Origin Necklace: Slash	原始项链·斩	起源項鍊‧斬	得意属性が斬属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Slash affinity, boosts burst skill damage by {0}%.	自身属性为斩击属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為斬屬性並為攻擊者時，爆發技能傷害+{0}%。
300440	オリジンネックレス・打	Origin Necklace: Strike	原始项链·打	起源項鍊‧打	得意属性が打属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Strike affinity, boosts burst skill damage by {0}%.	自身属性为打击属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為打屬性並為攻擊者時，爆發技能傷害+{0}%。
300441	オリジンネックレス・打	Origin Necklace: Strike	原始项链·打	起源項鍊‧打	得意属性が打属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Strike affinity, boosts burst skill damage by {0}%.	自身属性为打击属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為打屬性並為攻擊者時，爆發技能傷害+{0}%。
300442	オリジンネックレス・突	Origin Necklace: Stab	原始项链·突	起源項鍊‧突	得意属性が突属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts burst skill damage by {0}%.	自身属性为突刺属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為突屬性並為攻擊者時，爆發技能傷害+{0}%。
300443	オリジンネックレス・突	Origin Necklace: Stab	原始项链·突	起源項鍊‧突	得意属性が突属性かつアタッカーの時、バーストスキルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts burst skill damage by {0}%.	自身属性为突刺属性且身为攻击者时，爆发技能伤害+{0}%。	自身屬性為突屬性並為攻擊者時，爆發技能傷害+{0}%。
300444	ロイヤルティローブ	Royalty Robe	皇家法袍	忠誠外袍	得意属性が火属性かつディフェンダーの時、HP最大時受けるダメージ-{0}%	While equipped to a Defender with Fire affinity, reduces own damage received by {0}% when at full HP.	自身属性为火属性且身为防御者时，HP为最大值时自身所受伤害-{0}%。	自身屬性為火屬性且為防禦者時，HP為最大值時所受傷害-{0}%。
300445	ロイヤルティローブ	Royalty Robe	皇家法袍	忠誠外袍	得意属性が火属性かつディフェンダーの時、HP最大時受けるダメージ-{0}%	While equipped to a Defender with Fire affinity, reduces damage received by {0}% when at full HP.	自身属性为火属性且身为防御者时，HP为最大值时自身所受伤害-{0}%。	自身屬性為火屬性且為防禦者時，HP為最大值時所受傷害-{0}%。
300446	チャスティティローブ	Purity Robe	忠贞法袍	貞潔外袍	得意属性が氷属性かつサポーターの時、攻撃後、対象に「受けるダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a Supporter with Ice affinity, after attacking, boosts target's damage received by {0}% for 2 attacks.	自身属性为冰属性且身为支援者时，攻击后，赋予目标“所受伤害+{0}%”，受到2次攻击后失效。	自身屬性為冰屬性並為支援者時，攻擊後，賦予目標「所受傷害+{0}%」，直到受2次攻擊為止。
300447	チャスティティローブ	Purity Robe	忠贞法袍	貞潔外袍	得意属性が氷属性かつサポーターの時、攻撃後、対象に「受けるダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a Supporter with Ice affinity, after attacking, boosts target's damage received by {0}% for 2 attacks.	自身属性为冰属性且身为支援者时，攻击后，赋予目标“所受伤害+{0}%”，受到2次攻击后失效。	自身屬性為冰屬性並為支援者時，攻擊後，賦予目標「所受傷害+{0}%」，直到受2次攻擊為止。
300448	トレランスローブ	Tolerance Robe	宽恕法袍	寬容外袍	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
300449	トレランスローブ	Tolerance Robe	宽恕法袍	寬容外袍	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
300450	デリジェンスローブ	Diligence Robe	勤奋法袍	勤勉外袍	得意属性が雷属性かつサポーターの時、スキル発動後、味方全員のHPを{0}%回復	While equipped to a Supporter with Bolt affinity, after using a skill, restores all allies' HP by {0}%.	自身属性为雷属性且身为支援者时，技能发动后，我方全体HP恢复{0}%。	自身屬性為雷屬性並為支援者時，發動技能後，回復我方全體HP{0}%。
300451	デリジェンスローブ	Diligence Robe	勤奋法袍	勤勉外袍	得意属性が雷属性かつサポーターの時、スキル発動後、味方全員のHPを{0}%回復	While equipped to a Supporter with Bolt affinity, after using a skill, restores all allies' HP by {0}%.	自身属性为雷属性且身为支援者时，技能发动后，我方全体HP恢复{0}%。	自身屬性為雷屬性並為支援者時，發動技能後，回復我方全體HP{0}%。
300452	センシブルローブ	Sensible Robe	理智法袍	明智外袍	得意属性が斬属性かつディフェンダーの時、攻撃後、自身に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a Defender with Slash affinity, after attacking, reduces own damage received by {0}% for 1 attack.	自身属性为斩击属性且身为防御者时，攻击后，赋予自身“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為斬屬性且為防禦者時，攻擊後，賦予自身「所受傷害-{0}%」，直到受1次攻擊為止。
300453	センシブルローブ	Sensible Robe	理智法袍	明智外袍	得意属性が斬属性かつディフェンダーの時、攻撃後、自身に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a Defender with Slash affinity, after attacking, reduces own damage received by {0}% for 1 attack.	自身属性为斩击属性且身为防御者时，攻击后，赋予自身“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為斬屬性且為防禦者時，攻擊後，賦予自身「所受傷害-{0}%」，直到受1次攻擊為止。
300454	テンペランスローブ	Temperance Robe	节制法袍	節制外袍	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
300455	テンペランスローブ	Temperance Robe	节制法袍	節制外袍	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
300456	メルシーローブ	Mercy Robe	感谢法袍	感謝外袍	得意属性が突属性の時、単体回復の与えるHP回復量+{0}%	While equipped to a character with Stab affinity, boosts single-target HP recovery given by {0}%.	自身属性为突刺属性时，单体恢复给予的HP恢复量+{0}%。	自身屬性為突屬性時，給予單體回復的HP回復量+{0}%。
300457	メルシーローブ	Mercy Robe	感谢法袍	感謝外袍	得意属性が突属性の時、単体回復の与えるHP回復量+{0}%	While equipped to a character with Stab affinity, boosts single-target HP recovery given by {0}%.	自身属性为突刺属性时，单体恢复给予的HP恢复量+{0}%。	自身屬性為突屬性時，給予單體回復的HP回復量+{0}%。
300458	幻重鎧グランツ	Phantom Armor Glanz	梦幻重甲辉耀	幻重鎧光輝	得意属性が火属性かつサポーターの時、味方全員のブレイクダメージ+{0}%	While equipped to a Supporter with Fire affinity, boosts all allies' stun damage by {0}%.	自身属性为火属性且身为支援者时，我方全体的破防伤害+{0}%。	自身屬性為火屬性且為支援者時，我方全體的破防傷害+{0}%。
300459	幻重鎧グランツ	Phantom Armor Glanz	梦幻重甲辉耀	幻重鎧光輝	得意属性が火属性かつサポーターの時、味方全員のブレイクダメージ+{0}%	While equipped to a Supporter with Fire affinity, boosts all allies' stun damage by {0}%.	自身属性为火属性且身为支援者时，我方全体的破防伤害+{0}%。	自身屬性為火屬性且為支援者時，我方全體的破防傷害+{0}%。
300460	幻重鎧ラヴィーネ	Phantom Armor Lawine	梦幻重甲雪崩	幻重鎧雪崩	得意属性が氷属性かつ単体攻撃の時、攻撃後、対象に「氷属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Ice affinity, after attacking with a single-target attack, reduces target's Ice resistance by {0}% for 2 attacks.	自身属性为冰属性且为单体攻击时，攻击后，赋予目标“冰属性耐性-{0}%”，受到2次攻击后失效。	自身屬性為冰屬性且為單體攻擊時，攻擊後，賦予目標「冰屬性耐性-{0}%」，直到受2次攻擊為止。
300461	幻重鎧ラヴィーネ	Phantom Armor Lawine	梦幻重甲雪崩	幻重鎧雪崩	得意属性が氷属性かつ単体攻撃の時、攻撃後、対象に「氷属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Ice affinity, after attacking with a single-target attack, reduces target's Ice resistance by {0}% for 2 attacks.	自身属性为冰属性且为单体攻击时，攻击后，赋予目标“冰属性耐性-{0}%”，受到2次攻击后失效。	自身屬性為冰屬性且為單體攻擊時，攻擊後，賦予目標「冰屬性耐性-{0}%」，直到受2次攻擊為止。
300462	幻重鎧エルフォルク	Phantom Armor Erfolg	梦幻重甲成功	幻重鎧成功	得意属性が風属性かつ自身のHPが最大の時、受けるダメージ-{0}%	While equipped to character with Air affinity and full HP, reduces damage received by {0}%.	自身属性为风属性且自身HP为最大值时，所受伤害-{0}%。	自身屬性為風屬性且自身的HP為最大值時，所受傷害-{0}%。
300463	幻重鎧エルフォルク	Phantom Armor Erfolg	梦幻重甲成功	幻重鎧成功	得意属性が風属性かつ自身のHPが最大の時、受けるダメージ-{0}%	While equipped to character with Air affinity and full HP, reduces damage received by {0}%.	自身属性为风属性且自身HP为最大值时，所受伤害-{0}%。	自身屬性為風屬性且自身的HP為最大值時，所受傷害-{0}%。
300464	幻重鎧シュバルツ	Phantom Armor Schwarz	梦幻重甲漆黑	幻重鎧漆黑	得意属性が雷属性かつサポーターの時、与える強化効果量+{0}%	While equipped to a Supporter with Bolt affinity, boosts potency of buff effects given by {0}%.	自身属性为雷属性且身为支援者时，给予的强化效果量+{0}%。	自身屬性為雷屬性並為支援者時，賦予的強化效果量+{0}%。
300465	幻重鎧シュバルツ	Phantom Armor Schwarz	梦幻重甲漆黑	幻重鎧漆黑	得意属性が雷属性かつサポーターの時、与える強化効果量+{0}%	While equipped to a Supporter with Bolt affinity, boosts potency of buff effects given by {0}%.	自身属性为雷属性且身为支援者时，给予的强化效果量+{0}%。	自身屬性為雷屬性並為支援者時，賦予的強化效果量+{0}%。
300466	幻重鎧フライハイト	Phantom Armor Freiheit	梦幻重甲自由	幻重鎧自由	得意属性が斬属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts single-target attack stun damage by {0}%.	自身属性为斩击属性时，单体攻击的破防伤害+{0}%。	自身屬性為斬屬性時，單體攻擊破防傷害+{0}%。
300467	幻重鎧フライハイト	Phantom Armor Freiheit	梦幻重甲自由	幻重鎧自由	得意属性が斬属性の時、単体攻撃のブレイクダメージ+{0}%	While equipped to a character with Slash affinity, boosts single-target attack stun damage by {0}%.	自身属性为斩击属性时，单体攻击的破防伤害+{0}%。	自身屬性為斬屬性時，單體攻擊破防傷害+{0}%。
300468	幻重鎧フリーデン	Phantom Armor Frieden	梦幻重甲安宁	幻重鎧和平	得意属性が打属性かつディフェンダーの時、受けるHP回復量+{0}%	While equipped to a Defender with Strike affinity, boosts HP recovery received by {0}%.	自身属性为打击属性且身为防御者时，所受HP恢复量+{0}%。	自身屬性為打屬性且為防禦者時，所受HP回復量+{0}%。
300469	幻重鎧フリーデン	Phantom Armor Frieden	梦幻重甲安宁	幻重鎧和平	得意属性が打属性かつディフェンダーの時、受けるHP回復量+{0}%	While equipped to a Defender with Strike affinity, boosts HP recovery received by {0}%.	自身属性为打击属性且身为防御者时，所受HP恢复量+{0}%。	自身屬性為打屬性且為防禦者時，所受HP回復量+{0}%。
300470	幻重鎧トロイメライ	Phantom Armor Träumerei	梦幻重甲幻想	幻重鎧夢幻	得意属性が突属性の時、攻撃時、敵の数に応じ、スキルダメージ+5〜20%(1〜4体で多いほど増加)	While equipped to a character with Stab affinity, when attacking, boosts skill damage by 5–20% depending on the number of enemies. (Higher boost for more enemies, up to 4 enemies)	自身属性为突刺属性时，攻击时，随着敌人数量增加，技能伤害+5～20%（数量1～4时，数量越多伤害越高）。	自身屬性為突屬性時，攻擊時，依據敵方數量，技能傷害+5～20%（1～4名間數量越多傷害越大）。
